1,7,5,0,-2,0,0,0,0
2,0,0,0,0,-8,-6,0,2
3,0,0,0,0,7,5,0,-2
4,0,0,0,0,-7,-5,0,2
5,0,0,0,0,-7,-5,0,2
6,0,0,0,0,-6,-4,0,2
7,0,0,0,0,7,5,0,-2
8,7,5,0,-2,0,0,0,0
9,-7,-5,0,2,0,0,0,0
10,6,4,0,-2,0,0,0,0
11,7,5,0,-2,0,0,0,0
12,-8,-6,0,2,0,0,0,0
13,8,6,0,-2,0,0,0,0
14,8,6,0,-1,0,0,0,0
15,7,5,0,-3,0,0,0,0
16,8,6,0,-1,0,0,0,0
17,-7,-5,0,2,0,0,0,0
18,-7,-5,0,1,0,0,0,0
19,-6,-4,0,2,0,0,0,0
20,6,4,0,-1,0,0,0,0
21,0,0,0,0,0,0,0,0
22,0,0,0,0,-6,-4,0,2
23,0,0,0,0,7,6,0,-2
24,0,0,0,0,-5,-4,0,2
25,-8,-6,0,1,0,0,0,0
26,0,0,0,0,8,4,0,-2
27,0,0,0,0,-7,-5,0,2
28,0,0,0,0,-7,-5,0,3
29,0,0,0,0,6,4,0,-3
30,0,0,0,0,6,3,0,-2
31,0,0,0,0,-7,-5,0,3
32,0,0,0,0,-9,-7,0,2
33,0,0,0,0,-8,-6,0,2
34,0,0,0,0,7,6,0,-2
35,0,0,0,0,-7,-5,0,2
36,0,0,0,0,-6,-4,0,2
37,0,0,0,0,-7,-4,0,2
38,-10,-8,0,1,0,0,0,0
39,-5,-4,0,1,0,0,0,0
40,0,0,0,0,7,5,0,-3
41,0,0,0,0,-9,-6,0,2
42,0,0,0,0,-8,-6,0,2
43,0,0,0,0,-8,-6,0,2
44,0,0,0,0,-6,-4,0,2
45,0,0,0,0,-8,-6,0,2
46,0,0,0,0,-7,-5,0,2
47,0,0,0,0,-8,-6,0,2
48,0,0,0,0,-5,-3,0,2
49,0,0,0,0,-7,-5,0,2
50,0,0,0,0,7,5,0,-2
51,0,0,0,0,-6,-4,0,2
52,0,0,0,0,-7,-5,0,2
53,0,0,0,0,-6,-4,0,2
54,-9,-8,0,1,0,0,0,0
55,0,0,0,0,-7,-5,0,2
56,0,0,0,0,-6,-4,0,2
57,0,0,0,0,-7,-6,0,2
58,0,0,0,0,7,6,0,-2
59,0,0,0,0,7,5,0,-2
60,0,0,0,0,8,6,0,-2
61,0,0,0,0,-8,-6,0,2
62,0,0,0,0,-6,-4,0,2