1,-10,-7,7,10,0,0,0,0,0,0,0,0,0,0,0,0
2,-10,-7,7,10,0,0,0,0,0,0,0,0,0,0,0,0
3,-10,-7,7,10,0,0,0,0,0,0,0,0,0,0,0,0
4,7,4,-4,-7,0,0,0,0,0,0,0,0,0,0,0,0
5,7,4,-4,-7,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,-10,-7,7,10,0,0,0,0,0,0,0,0
7,0,0,0,0,7,4,-4,-7,0,0,0,0,0,0,0,0
8,0,0,0,0,-10,-7,7,10,0,0,0,0,0,0,0,0
9,0,0,0,0,-10,-7,7,10,0,0,0,0,0,0,0,0
10,0,0,0,0,7,4,-4,-7,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,-10,-7,7,10,0,0,0,0
12,0,0,0,0,0,0,0,0,7,4,-4,-7,0,0,0,0
13,0,0,0,0,0,0,0,0,-10,-7,7,10,0,0,0,0
14,0,0,0,0,0,0,0,0,-10,-7,7,10,0,0,0,0
15,0,0,0,0,0,0,0,0,7,4,-4,-7,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,-7,-4,4,7
17,0,0,0,0,0,0,0,0,0,0,0,0,7,4,-4,-7
18,0,0,0,0,0,0,0,0,0,0,0,0,-7,-4,4,7
19,0,0,0,0,0,0,0,0,0,0,0,0,-7,-4,4,7
20,0,0,0,0,0,0,0,0,0,0,0,0,7,4,-4,-7